[pattern]	lhsText	rhsText	w	gsw	meanSim	greedySim	phrasePair	notSure	isInWordnet	extentionLevel	pairIndex	text	hypothesis	lhsDrs	rhsDrs
[vnn--vnn]	sitting-v-6 on-r-7 saddle-n-9 of-r-10 horse-n-12	standing-v-6 near-r-7 horse-n-9 with-r-10 saddle-n-12	0.0	0.0	0.865958	0.865958	sit-vb dobj-#1# on-in pobj-#2# saddle-nn pmod-#3# of-in pobj-#4# horse-nn #4# #3# #2# #1# : stand-vb dobj-#1# near-in pobj-#2# horse-nn pmod-#3# with-in pobj-#4# saddle-nn #4# #3# #2# #1#	0	Phrasal	1	3241	a woman in jeans is sitting on the saddle of a horse	a woman in jeans is standing near a horse with a saddle	drs([[]:x201,[]:x103,[]:x103,[]:x104,[]:x104,[]:x103,[]:x201],[[8100007]:rel(x201,x103,on,0),[8100010]:rel(x103,x104,of,0),[8100012]:pred(x104,horse,n,0),[8100009]:pred(x103,saddle,n,0),[8100006]:pred(x201,sit,v,0)])	drs([[]:x103,[]:x104,[]:x201,[]:x103,[]:x201,[]:x104,[]:x201],[[8200012]:pred(x103,saddle,n,0),[8200009]:pred(x104,horse,n,0),[8200010]:rel(x201,x103,with,0),[8200007]:rel(x201,x104,near,0),[8200006]:pred(x201,stand,v,0)])
[vrn--vn]	jeans-n-4 sitting-v-6	jeans-n-6 sitting-v-7	1.0	1.0	1	1, 1	sit-vb : sit-vb, jeans-nn : jeans-nn	0	Phrasal	1	3242	a person wearing jeans is sitting on top of a horse saddle	there is no person wearing jeans sitting on top of a horse saddle	drs([[]:x202,[]:x202,[]:x101,[]:x102],[[8300006]:pred(x202,sit,v,0),[]:rel(x202,x101,agent,0),[8300004]:pred(x102,jeans,n,0)])	drs([[]:x202,[]:x202,[]:x102,[]:x102],[[8400007]:pred(x202,sit,v,0),[]:rel(x202,x102,agent,0),[8400006]:pred(x102,jeans,n,0)])
[vnn--vn]	woman-n-2 in-r-3 jeans-n-4 sitting-v-6	person-n-2 wearing-v-3 jeans-n-4	1.0	1.0	0.653652	0.814538	sit-vb nsubj-#1# woman-nn pmod-#2# in-in pobj-#3# jeans-nn #3# #2# #1# : wear-vb dobj-#1# jeans-nn #1#	0	Phrasal	1	3243	the woman in jeans is sitting on the saddle of a horse	a person wearing jeans is sitting on top of a horse saddle	drs([[]:x101,[]:x102,[]:x101,[]:x102,[]:x201,[]:x101,[]:x201],[[8500002]:pred(x101,woman,n,0),[8500004]:pred(x102,jeans,n,0),[8500003]:rel(x101,x102,in,0),[]:rel(x201,x101,agent,0),[8500006]:pred(x201,sit,v,0)])	drs([[]:x102,[]:x101,[]:x102,[]:x102,[]:x102,[]:x101,[]:x102],[[]:rel(x102,x101,agent,0),[8600004]:pred(x102,jeans,n,0),[]:rel(x102,x102,patient,0),[8600002]:pred(x101,person,n,0),[8600003]:pred(x102,wear,v,0)])
[vnn--vn]	woman-n-2 in-r-3 jeans-n-4 sitting-v-6	person-n-2 sitting-v-6	1.0	1.0	0.942029	0.942029	sit-vb nsubj-#1# woman-nn pmod-#2# in-in pobj-#3# jeans-nn #3# #2# #1# : sit-vb nsubj-#1# person-nn #1#	0	Phrasal	1	3243	the woman in jeans is sitting on the saddle of a horse	a person wearing jeans is sitting on top of a horse saddle	drs([[]:x101,[]:x102,[]:x101,[]:x102,[]:x201,[]:x101,[]:x201],[[8500002]:pred(x101,woman,n,0),[8500004]:pred(x102,jeans,n,0),[8500003]:rel(x101,x102,in,0),[]:rel(x201,x101,agent,0),[8500006]:pred(x201,sit,v,0)])	drs([[]:x201,[]:x101,[]:x201,[]:x101],[[]:rel(x201,x101,agent,0),[8600006]:pred(x201,sit,v,0),[8600002]:pred(x101,person,n,0)])
[n--n]	saddle-n-9	top-n-8 saddle-n-12	1.0	1.0	0.93394	1	saddle-nn : saddle-nn	0	Phrasal	1	3243	the woman in jeans is sitting on the saddle of a horse	a person wearing jeans is sitting on top of a horse saddle	drs([[]:x103],[[8500009]:pred(x103,saddle,n,0)])	drs([[]:x103,[]:x103,[]:x103,[]:x103],[[8600008]:pred(x103,top,n,0),[]:rel(x103,x103,of,0),[8600012]:pred(x103,saddle,n,0)])
[vnn--vn]	woman-n-2 in-r-3 jeans-n-4 sitting-v-6	person-n-2 wearing-v-3 jeans-n-4	1.0	1.0	0.653652	0.814538	sit-vb nsubj-#1# woman-nn pmod-#2# in-in pobj-#3# jeans-nn #3# #2# #1# : wear-vb dobj-#1# jeans-nn #1#	0	Phrasal	1	3244	a woman in jeans is sitting on the saddle of a horse	a person wearing jeans is sitting on top of a horse saddle	drs([[]:x102,[]:x101,[]:x201,[]:x101,[]:x102,[]:x201,[]:x101],[[8700004]:pred(x102,jeans,n,0),[8700002]:pred(x101,woman,n,0),[8700006]:pred(x201,sit,v,0),[8700003]:rel(x101,x102,in,0),[]:rel(x201,x101,agent,0)])	drs([[]:x102,[]:x101,[]:x102,[]:x102,[]:x101,[]:x102,[]:x102],[[]:rel(x102,x101,agent,0),[]:rel(x102,x102,patient,0),[8800002]:pred(x101,person,n,0),[8800004]:pred(x102,jeans,n,0),[8800003]:pred(x102,wear,v,0)])
[vnn--vn]	woman-n-2 in-r-3 jeans-n-4 sitting-v-6	person-n-2 sitting-v-6	1.0	1.0	0.942029	0.942029	sit-vb nsubj-#1# woman-nn pmod-#2# in-in pobj-#3# jeans-nn #3# #2# #1# : sit-vb nsubj-#1# person-nn #1#	0	Phrasal	1	3244	a woman in jeans is sitting on the saddle of a horse	a person wearing jeans is sitting on top of a horse saddle	drs([[]:x102,[]:x101,[]:x201,[]:x101,[]:x102,[]:x201,[]:x101],[[8700004]:pred(x102,jeans,n,0),[8700002]:pred(x101,woman,n,0),[8700006]:pred(x201,sit,v,0),[8700003]:rel(x101,x102,in,0),[]:rel(x201,x101,agent,0)])	drs([[]:x201,[]:x101,[]:x101,[]:x201],[[]:rel(x201,x101,agent,0),[8800002]:pred(x101,person,n,0),[8800006]:pred(x201,sit,v,0)])
[n--n]	saddle-n-9	top-n-8 saddle-n-12	1.0	1.0	0.93394	1	saddle-nn : saddle-nn	0	Phrasal	1	3244	a woman in jeans is sitting on the saddle of a horse	a person wearing jeans is sitting on top of a horse saddle	drs([[]:x103],[[8700009]:pred(x103,saddle,n,0)])	drs([[]:x103,[]:x103,[]:x103,[]:x103],[[]:rel(x103,x103,of,0),[8800008]:pred(x103,top,n,0),[8800012]:pred(x103,saddle,n,0)])
[n--n]	dog-n-7	dog-n-3	1.0	1.0	1	1	dog-nn : dog-nn	0	NotInWN	1	3245	the brown dog and the red dog are frolicking on the beach	a brown dog and a red dog are frolicking on the beach	drs([[]:x102],[[8900007,8900003]:pred(x102,dog,n,0)])	drs([[]:x102],[[9000003]:pred(x102,dog,n,0)])
[vr--v]	sitting-v-9	frolicking-v-9	0.0	0.0	0.56277	0.56277	sit-vb : frolic-vb	0	Phrasal	1	3246	a brown dog and a red dog are sitting sadly on the beach	a brown dog and a red dog are frolicking on the beach	drs([[]:x201,[]:x201,[]:x301],[[9100009]:pred(x201,sit,v,0),[]:rel(x201,x301,theme,0)])	drs([[]:x201],[[9200009]:pred(x201,frolic,v,0)])
[n--n]	beach-n-10	shore-n-10	1.0	1.0	0.918343	0.918343	beach-nn : shore-nn	0	NotInWN	1	3247	the brown dogs are playfully fighting on the sandy beach	the brown dogs are playfully fighting on the sandy shore	drs([[]:x102],[[9300010]:pred(x102,beach,n,0)])	drs([[]:x102],[[9400010]:pred(x102,shore,n,0)])
[n--nn]	beach-n-12	sandy-n-10 beach-n-11	0.0	0.0	0.611329	0.611329	beach-nn : sandy-jj amod-#1# beach-nn #1#	1	Phrasal	1	3249	a brown dog and a red dog are frolicking on the beach	the brown dogs are not playfully fighting on the sandy beach	drs([[]:x104],[[9800012]:pred(x104,beach,n,0)])	drs([[]:xir,[]:x104,[]:x104,[]:xir],[[9700010]:pred(xir,sandy,n,0),[9700011]:pred(x104,beach,n,0),[]:rel(x104,xir,of,0)])
[nnvr--vn]	dog-n-3 red-a-6 frolicking-v-9	dogs-n-3 playfully-r-6 fighting-v-7	0.0	0.0	0.752777	0.814937, 0.312992	frolic-vb nsubj-#1# dog-nn #1# : playfully-rb, red-jj : fight-vb nsubj-#1# dog-nn #1#	1	Phrasal	1	3249	a brown dog and a red dog are frolicking on the beach	the brown dogs are not playfully fighting on the sandy beach	drs([[]:x103,[]:x103,[]:x201,[]:x103,[]:x101,[]:x102,[]:x101,[]:x201,[]:x101,[]:x102,[]:x101],[[9800003]:pred(x103,dog,n,0),[9800006]:pred(x103,red,a,0),[9800009]:pred(x201,frolic,v,0),[]:rel(x103,x101,subset_of,1),[]:rel(x102,x101,subset_of,1),[]:rel(x201,x101,agent,0),[9800003]:pred(x102,dog,n,0),[]:pred(x101,group_head,r,0)])	drs([[]:x201,[]:x201,[]:x201,[]:x102,[]:x102],[[9700007]:pred(x201,fight,v,0),[9700006]:pred(x201,playfully,r,0),[]:rel(x201,x102,agent,0),[9700003]:pred(x102,dog,n,0)])
[rn--nn]	steadily-r-5 birdcage-n-9	bird-n-8 cage-n-9	1.0	1.0	0.757337	0.748009	steadily-rb : cage-nn	0	Phrasal	1	3250	the man is standing steadily next to a birdcage	the man is standing next to a bird cage	drs([[]:x102,[]:x201],[[9900009]:pred(x102,birdcage,n,0),[9900005]:pred(x201,steadily,r,0)])	drs([[]:x201,[]:x102,[]:x201,[]:x102],[[10000008]:pred(x201,bird,n,0),[]:rel(x102,x201,of,0),[10000009]:pred(x102,cage,n,0)])
[n--nn]	birdcage-n-8	bird-n-8 cage-n-9	1.0	1.0	-1	-1	#FAIL#	1	Phrasal	1	3251	the man is sitting next to a birdcage	the man is standing next to a bird cage	drs([[]:x102],[[10100008]:pred(x102,birdcage,n,0)])	drs([[]:x102,[]:xir,[]:x102,[]:xir],[[10200009]:pred(x102,cage,n,0),[10200008]:pred(xir,bird,n,0),[]:rel(x102,xir,of,0)])
[v--v]	sitting-v-4	standing-v-4	0.0	0.0	0.941217	0.941217	sit-vb : stand-vb	1	Antonym	1	3251	the man is sitting next to a birdcage	the man is standing next to a bird cage	drs([[]:x201],[[10100004]:pred(x201,sit,v,0)])	drs([[]:x201],[[10200004]:pred(x201,stand,v,0)])
[vn--vnn]	standing-v-4 beside-r-5 birdcage-n-7 large-a-10 colorful-a-12	standing-v-4 next-r-5 to-r-6 bird-n-8 cage-n-9	1.0	1.0	0.809907	0.762895, 0.678127	large-jj : cage-nn, colorful-jj : bird-nn	0	Phrasal	1	3253	a man is standing beside a birdcage which is large and colorful	the man is standing next to a bird cage	drs([[]:x102,[]:x201,[]:x102,[]:x102,[]:x201,[]:x102],[[10500012]:pred(x102,colorful,a,0),[10500004]:pred(x201,stand,v,0),[10500007]:pred(x102,birdcage,n,0),[10500010]:pred(x102,large,a,0),[10500005]:rel(x201,x102,beside,0)])	drs([[]:x201,[]:x201,[]:x102,[]:x201,[]:x102,[]:xir,[]:x102,[]:xir],[[10600004]:pred(x201,stand,v,0),[10600006]:rel(x201,x102,to,0),[10600005]:pred(x201,next,r,0),[10600009]:pred(x102,cage,n,0),[10600008]:pred(xir,bird,n,0),[]:rel(x102,xir,of,0)])
[vn--nnvr]	standing-v-4 steadily-r-5 next-r-6 to-r-7 birdcage-n-9	standing-v-4 beside-r-5 large-a-7 colorful-a-9 birdcage-n-10	0.0	0.0	0.613902	0.633438	steadily-rb : colorful-jj	0	Phrasal	1	3254	the man is standing steadily next to a birdcage	a man is standing beside a large and colorful birdcage	drs([[]:x201,[]:x102,[]:x201,[]:x201,[]:x201,[]:x102],[[10700004]:pred(x201,stand,v,0),[10700009]:pred(x102,birdcage,n,0),[10700005]:pred(x201,steadily,r,0),[10700006]:pred(x201,next,r,0),[10700007]:rel(x201,x102,to,0)])	drs([[]:X103,[]:xir,[]:X104,[]:x201,[]:X104,[]:x201,[]:xir,[]:xir,[]:X103,[]:X103,[]:X104,[]:xir],[[]:rel(X103,xir,subset_of,1),[10800009]:pred(X104,colorful,a,0),[10800004]:pred(x201,stand,v,0),[10800010]:pred(X104,birdcage,n,0),[10800005]:rel(x201,xir,beside,0),[]:pred(xir,group_head,r,0),[10800007]:pred(X103,large,a,0),[10800010]:pred(X103,birdcage,n,0),[]:rel(X104,xir,subset_of,1)])
[nnvr--vn]	standing-v-4 beside-r-5 large-a-7 colorful-a-9 birdcage-n-10	sitting-v-4 next-r-5 to-r-6 birdcage-n-8	0.0	0.0	0.566077	0.571518	colorful-jj : sit-vb	0	Phrasal	1	3255	a man is standing beside a large and colorful birdcage	the man is sitting next to a birdcage	drs([[]:x201,[]:x102,[]:x103,[]:x104,[]:x102,[]:x201,[]:x104,[]:x102,[]:x103,[]:x104,[]:x103,[]:x102],[[10900005]:rel(x201,x102,beside,0),[10900010]:pred(x103,birdcage,n,0),[10900010]:pred(x104,birdcage,n,0),[]:pred(x102,group_head,r,0),[10900004]:pred(x201,stand,v,0),[]:rel(x104,x102,subset_of,1),[10900007]:pred(x103,large,a,0),[10900009]:pred(x104,colorful,a,0),[]:rel(x103,x102,subset_of,1)])	drs([[]:x201,[]:x201,[]:x201,[]:X102,[]:X102],[[11000004]:pred(x201,sit,v,0),[11000005]:pred(x201,next,r,0),[11000006]:rel(x201,X102,to,0),[11000008]:pred(X102,birdcage,n,0)])
[n--n]	one-n-1 brown-n-2	brown-a-2 dog-n-5	1.0	1.0	0.458817	0.458817	brown-jj : brown-jj amod-#1# dog-nn #1#	0	Phrasal	1	3256	one brown and black dog is running through the leaves	a brown and black dog is running through the leaves	drs([[]:x102,[]:x102],[[11100002]:pred(x102,brown,n,0),[11100001]:pred(x102,one,n,0)])	drs([[]:x102,[]:x102],[[11200002]:pred(x102,brown,a,0),[11200005]:pred(x102,dog,n,0)])
[n--n]	dog-n-5	man-n-6	0.0	0.0	0.871351	0.871351	dog-nn : man-nn	1	NotInWN	1	3257	a brown and black dog is running through the leaves	a dog and a black man are running through brown leaves	drs([[]:x103],[[11300005]:pred(x103,dog,n,0)])	drs([[]:x103],[[11400006]:pred(x103,man,n,0)])
[vnn--vn]	dog-n-5 running-v-7 through-r-8 leaves-n-10	dog-n-2 running-v-8 through-r-9 leaves-n-11	1.0	1.0	0.997958	0.997958	run-vb dobj-#1# through-in pobj-#2# leaf-nn #2# #1# nsubj-#3# dog-nn #3# : run-vb nsubj-#1# dog-nn #1# dobj-#2# through-in pobj-#3# leaf-nn #3# #2#	1	Phrasal	1	3257	a brown and black dog is running through the leaves	a dog and a black man are running through brown leaves	drs([[]:x201,[]:x201,[]:x104,[]:x104,[]:x102],[[11300007]:pred(x201,run,v,0),[11300008]:rel(x201,x104,through,0),[11300010]:pred(x104,leaf,n,0),[11300005]:pred(x102,dog,n,0)])	drs([[]:x201,[]:x201,[]:x102,[]:x102,[]:x102],[[11400008]:pred(x201,run,v,0),[11400009]:rel(x201,x102,through,0),[11400011]:pred(x102,leaf,n,0),[11400002]:pred(x102,dog,n,0)])
[vrn--vn]	coat-n-6 running-v-8	coat-n-8 running-v-9	1.0	1.0	1	1, 1	run-vb : run-vb, coat-nn : coat-nn	0	Phrasal	1	3259	a dog in a colored coat is running across the yard	there is no dog in a colored coat running across the yard	drs([[]:x202,[]:x202,[]:x101,[]:x102],[[11800008]:pred(x202,run,v,0),[]:rel(x202,x101,agent,0),[11800006]:pred(x102,coat,n,0)])	drs([[]:x202,[]:x202,[]:x102,[]:x102],[[11700009]:pred(x202,run,v,0),[]:rel(x202,x102,agent,0),[11700008]:pred(x102,coat,n,0)])
[nvnn--nvnn]	dog-n-2 in-r-3 coat-n-6 running-v-8 across-r-9 yard-n-11	dog-n-2 in-r-3 yard-n-5 running-v-7 across-r-8 coats-n-10	0.0	0.0	0.99088	0.99088	run-vb nsubj-#1# dog-nn pmod-#2# in-in pobj-#3# coat-nn #3# #2# #1# dobj-#4# across-in pobj-#5# yard-nn #5# #4# : run-vb dobj-#1# across-in pobj-#2# coat-nn #2# #1# nsubj-#3# dog-nn pmod-#4# in-in pobj-#5# yard-nn #5# #4# #3#	0	Phrasal	1	3260	a dog in a colored coat is running across the yard	a dog in the yard is running across colored coats	drs([[]:x103,[]:x202,[]:x202,[]:x103,[]:x102,[]:x101,[]:x102,[]:x101],[[11900011]:pred(x103,yard,n,0),[11900008]:pred(x202,run,v,0),[11900009]:rel(x202,x103,across,0),[11900006]:pred(x102,coat,n,0),[11900003]:rel(x101,x102,in,0),[11900002]:pred(x101,dog,n,0)])	drs([[]:x101,[]:x103,[]:x101,[]:x202,[]:x102,[]:x202,[]:x102,[]:x103],[[12000003]:rel(x101,x103,in,0),[12000002]:pred(x101,dog,n,0),[12000007]:pred(x202,run,v,0),[12000010]:pred(x102,coat,n,0),[12000008]:rel(x202,x102,across,0),[12000005]:pred(x103,yard,n,0)])
[vn--vn]	running-v-7 through-r-8 leaves-n-10	running-v-9 across-r-10 yard-n-12	0.0	0.0	0.950235	0.950235	run-vb dobj-#1# through-in pobj-#2# leaf-nn #2# #1# : run-vb dobj-#1# across-in pobj-#2# yard-nn #2# #1#	1	Phrasal	1	3261	a brown and black dog is running through the leaves	there is no dog in a colored coat running across the yard	drs([[]:x201,[]:x201,[]:x104,[]:x104],[[12100007]:pred(x201,run,v,0),[12100008]:rel(x201,x104,through,0),[12100010]:pred(x104,leaf,n,0)])	drs([[]:x201,[]:x201,[]:x104,[]:x104],[[12200009]:pred(x201,run,v,0),[12200010]:rel(x201,x104,across,0),[12200012]:pred(x104,yard,n,0)])
[nnr--vnn]	brown-a-2 black-a-4 dog-n-5	dog-n-4 in-r-5 colored-v-7 coat-n-8	0.0	0.0	0.931102	0.838452	brown-jj amod-#1# dog-nn #1# : dog-nn pmod-#1# in-in pobj-#2# color-vb amod-#3# coat-nn #3# #2# #1#	1	Phrasal	1	3261	a brown and black dog is running through the leaves	there is no dog in a colored coat running across the yard	drs([[]:x103,[]:x103,[]:x101,[]:x101,[]:x102,[]:x103,[]:x102,[]:x102,[]:x101],[[12100004]:pred(x103,black,a,0),[]:rel(x103,x101,subset_of,1),[]:pred(x101,group_head,r,0),[12100005]:pred(x102,dog,n,0),[12100005]:pred(x103,dog,n,0),[12100002]:pred(x102,brown,a,0),[]:rel(x102,x101,subset_of,1)])	drs([[]:x102,[]:x101,[]:x102,[]:x101,[]:x103,[]:x103,[]:x101],[[12200007]:pred(x102,color,v,0),[12200008]:pred(x101,coat,n,0),[]:rel(x102,x101,patient,0),[12200004]:pred(x103,dog,n,0),[12200005]:rel(x103,x101,in,0)])
[vrn--vn]	running-v-7 across-r-8 coats-n-10	running-v-7 through-r-8 leaves-n-10	0.0	0.0	0.974487	0.974487	run-vb dobj-#1# across-in pobj-#2# coat-nn #2# #1# : run-vb dobj-#1# through-in pobj-#2# leaf-nn #2# #1#	1	Phrasal	1	3262	a dog in the yard is running across colored coats	a brown and black dog is running through the leaves	drs([[]:x201,[]:x202,[]:x103,[]:x201,[]:x103,[]:x103],[[12300007]:pred(x201,run,v,0),[]:rel(x202,x103,patient,0),[12300008]:rel(x201,x103,across,0),[12300010]:pred(x103,coat,n,0)])	drs([[]:x201,[]:x201,[]:X104,[]:X104],[[12400007]:pred(x201,run,v,0),[12400008]:rel(x201,X104,through,0),[12400010]:pred(X104,leaf,n,0)])
[nn--nnr]	dog-n-2 in-r-3 yard-n-5	brown-a-2 black-a-4 dog-n-5	0.0	0.0	0.845071	0.843595	dog-nn pmod-#1# in-in pobj-#2# yard-nn #2# #1# : black-jj	1	Phrasal	1	3262	a dog in the yard is running across colored coats	a brown and black dog is running through the leaves	drs([[]:x101,[]:x102,[]:x101,[]:x102],[[12300002]:pred(x101,dog,n,0),[12300005]:pred(x102,yard,n,0),[12300003]:rel(x101,x102,in,0)])	drs([[]:X102,[]:X103,[]:X102,[]:X103,[]:x101,[]:X102,[]:x101,[]:X103,[]:x101],[[12400002]:pred(X102,brown,a,0),[12400004]:pred(X103,black,a,0),[12400005]:pred(X102,dog,n,0),[]:rel(X103,x101,subset_of,1),[]:rel(X102,x101,subset_of,1),[12400005]:pred(X103,dog,n,0),[]:pred(x101,group_head,r,0)])
[vn--vn]	running-v-8 across-r-9 yard-n-11	running-v-8 through-r-9 brown-a-10 leaves-n-11	0.0	0.0	0.919297	0.919297	run-vb dobj-#1# across-in pobj-#2# yard-nn #2# #1# : run-vb dobj-#1# through-in pobj-#2# brown-jj amod-#3# leaf-nn #3# #2# #1#	1	Phrasal	1	3263	a dog in a colored coat is running across the yard	a dog and a black man are running through brown leaves	drs([[]:x202,[]:x202,[]:x103,[]:x103],[[12500008]:pred(x202,run,v,0),[12500009]:rel(x202,x103,across,0),[12500011]:pred(x103,yard,n,0)])	drs([[]:x202,[]:x202,[]:x103,[]:x103,[]:x103],[[12600008]:pred(x202,run,v,0),[12600009]:rel(x202,x103,through,0),[12600011]:pred(x103,leaf,n,0),[12600010]:pred(x103,brown,a,0)])
[nvn--nn]	dog-n-2 in-r-3 colored-v-5 coat-n-6	dog-n-2 black-a-5 man-n-6	0.0	0.0	0.931251	0.809308	dog-nn pmod-#1# in-in pobj-#2# color-vb amod-#3# coat-nn #3# #2# #1# : dog-nn	1	Phrasal	1	3263	a dog in a colored coat is running across the yard	a dog and a black man are running through brown leaves	drs([[]:x102,[]:x101,[]:x201,[]:x102,[]:x101,[]:x102,[]:x201],[[12500006]:pred(x102,coat,n,0),[12500002]:pred(x101,dog,n,0),[]:rel(x201,x102,patient,0),[12500003]:rel(x101,x102,in,0),[12500005]:pred(x201,color,v,0)])	drs([[]:x101,[]:x101,[]:X103,[]:x101,[]:X103,[]:x101,[]:X103,[]:x101],[[]:rel(x101,x101,subset_of,1),[12600005]:pred(X103,black,a,0),[12600002]:pred(x101,dog,n,0),[]:rel(X103,x101,subset_of,1),[12600006]:pred(X103,man,n,0),[]:pred(x101,group_head,r,0)])
[vn--vn]	holding-v-7 in-r-10 mouth-n-12	dropping-v-7 from-r-10 mouth-n-12	0.0	0.0	0.546544	0.683699	in-in pobj-#1# mouth-nn #1# : drop-vb dobj-#1# from-in pobj-#2# mouth-nn #2# #1#	0	Phrasal	1	3264	a black and white dog is holding a baseball in its mouth	a black and white dog is dropping a baseball from its mouth	drs([[]:x201,[]:x201,[]:x105,[]:x105],[[12700007]:pred(x201,hold,v,0),[12700010]:rel(x201,x105,in,0),[12700012]:pred(x105,mouth,n,0)])	drs([[]:x201,[]:x201,[]:x105,[]:x105],[[12800007]:pred(x201,drop,v,0),[12800010]:rel(x201,x105,from,0),[12800012]:pred(x105,mouth,n,0)])
[vnr--nvr]	dog-n-2 has-v-5	black-a-2 dog-n-5 holding-v-7	0.0	0.0	0.334794	0.374972	dog-nn : hold-vb nsubj-#1# black-jj amod-#2# dog-nn #2# #1#	1	Phrasal	1	3265	a dog , which has a brown and white coat , is holding a baseball in its mouth	a black and white dog is holding a baseball in its mouth	drs([[]:x201,[]:x102,[]:x201,[]:x101,[]:x101,[]:x201],[[]:rel(x201,x102,patient,0),[]:rel(x201,x101,agent,0),[12900002]:pred(x101,dog,n,0),[12900005]:pred(x201,have,v,0)])	drs([[]:x202,[]:x101,[]:x202,[]:x102,[]:x101,[]:x102,[]:x101],[[13000007]:pred(x202,hold,v,0),[13000002]:pred(x101,black,a,0),[]:rel(x202,x102,agent,0),[]:rel(x101,x102,subset_of,1),[13000005]:pred(x101,dog,n,0)])
[vn--nvr]	dog-n-2 holding-v-13	black-a-2 dog-n-5 holding-v-7	0.0	0.0	0.851993	0.851993	hold-vb nsubj-#1# dog-nn #1# : hold-vb nsubj-#1# black-jj amod-#2# dog-nn #2# #1#	1	Phrasal	1	3265	a dog , which has a brown and white coat , is holding a baseball in its mouth	a black and white dog is holding a baseball in its mouth	drs([[]:x202,[]:x101,[]:x101,[]:x202],[[]:rel(x202,x101,agent,0),[12900002]:pred(x101,dog,n,0),[12900013]:pred(x202,hold,v,0)])	drs([[]:x202,[]:x101,[]:x202,[]:x102,[]:x101,[]:x102,[]:x101],[[13000007]:pred(x202,hold,v,0),[13000002]:pred(x101,black,a,0),[]:rel(x202,x102,agent,0),[]:rel(x101,x102,subset_of,1),[13000005]:pred(x101,dog,n,0)])
[n--n]	coat-n-10	dog-n-5	0.0	0.0	0.841875	0.841875	coat-nn : dog-nn	1	NotInWN	1	3265	a dog , which has a brown and white coat , is holding a baseball in its mouth	a black and white dog is holding a baseball in its mouth	drs([[]:x104],[[12900010]:pred(x104,coat,n,0)])	drs([[]:x104],[[13000005]:pred(x104,dog,n,0)])
[n--n]	black-a-2 dog-n-5	brown-n-2	0.0	0.0	0.491421	0.491421	black-jj amod-#1# dog-nn #1# : brown-jj	0	Phrasal	1	3266	a black and white dog is holding a baseball in its mouth	a brown and white dog is holding a baseball in its mouth	drs([[]:x102,[]:x102],[[13100002]:pred(x102,black,a,0),[13100005]:pred(x102,dog,n,0)])	drs([[]:x102],[[13200002]:pred(x102,brown,n,0)])
[n--n]	boy-n-2	kid-n-2	1.0	1.0	0.932053	0.932053	boy-nn : kid-nn	0	Hypernym	1	3267	a boy wearing red shorts is jumping into a paddling pool	a kid wearing red shorts is jumping into a paddling pool	drs([[]:x101],[[13300002]:pred(x101,boy,n,0)])	drs([[]:x101],[[13400002]:pred(x101,kid,n,0)])
[n--n]	kiddies-n-19	paddling-n-10	0.0	0.0	0.782589	0.782589	kiddie-nn : paddle-vb	1	NotInWN	1	3268	a boy , who looks young and is wearing a red swimsuit , is jumping into a blue kiddies pool	a boy wearing red shorts is jumping into a paddling pool	drs([[]:x104],[[13500019]:pred(x104,kiddie,n,0)])	drs([[]:x104],[[13600010]:pred(x104,paddling,n,0)])
[n--n]	swimsuit-n-12	shorts-n-5	1.0	1.0	0.771399	0.771399	swimsuit-nn : shorts-nn	1	NotInWN	1	3268	a boy , who looks young and is wearing a red swimsuit , is jumping into a blue kiddies pool	a boy wearing red shorts is jumping into a paddling pool	drs([[]:x102],[[13500012]:pred(x102,swimsuit,n,0)])	drs([[]:x102],[[13600005]:pred(x102,shorts,n,0)])
[n--n]	boy-n-2	young-a-2 boy-n-3	1.0	1.0	0.564721	0.564721	boy-nn : young-jj amod-#1# boy-nn #1#	1	Phrasal	1	3269	a boy wearing red shorts is jumping into a paddling pool	a young boy wearing a red swimsuit is jumping out of a blue kiddies pool	drs([[]:x101],[[13700002]:pred(x101,boy,n,0)])	drs([[]:x101,[]:x101],[[13800003]:pred(x101,boy,n,0),[13800002]:pred(x101,young,a,0)])
[n--n]	shorts-n-5	swimsuit-n-7	1.0	1.0	0.771399	0.771399	shorts-nn : swimsuit-nn	1	NotInWN	1	3269	a boy wearing red shorts is jumping into a paddling pool	a young boy wearing a red swimsuit is jumping out of a blue kiddies pool	drs([[]:x102],[[13700005]:pred(x102,shorts,n,0)])	drs([[]:x102],[[13800007]:pred(x102,swimsuit,n,0)])
